agency_cd,site_no,days_2010,days_2015,days_all,years_2010,years_2015,years_all,site_no,siteName,CLASS,AGGECOREGION,DRAIN_SQKM,HUC02,LAT_GAGE,LONG_GAGE,STATE,ACTIVE09,FLOWYRS_1900_2009,FLOWYRS_1950_2009,FLOWYRS_1990_2009
USGS,5408000,3983,2157,30008,11,6,83,05408000,"KICKAPOO RIVER AT LA FARGE, WI",Ref,CntlPlains,689.3334,7,43.57414037,-90.64318611,WI,yes,71,60,20
USGS,5412500,3983,2157,36975,11,6,104,05412500,"Turkey River at Garber, IA",Ref,CntlPlains,3858.214,7,42.73998843,-91.26179908,IA,yes,89,60,20
USGS,5413500,3982,2156,31468,11,6,87,05413500,"GRANT RIVER AT BURTON, WI",Ref,CntlPlains,695.3256,7,42.72027114,-90.81929352,WI,yes,75,60,20
USGS,5414000,3983,2157,31469,11,6,87,05414000,"PLATTE RIVER NEAR ROCKVILLE, WI",Ref,CntlPlains,370.7901,7,42.73110419,-90.64040529,WI,yes,75,60,20
USGS,5444000,3983,2157,29643,11,6,82,05444000,"ELKHORN CREEK NEAR PENROSE, IL",Ref,CntlPlains,376.3512,7,41.90280739,-89.69622298,IL,yes,70,60,20
USGS,5454000,3983,2157,30373,11,6,84,05454000,"Rapid Creek near Iowa City, IA",Ref,CntlPlains,65.3814,7,41.70001652,-91.48766843,IA,yes,72,60,20
USGS,5458000,3982,2156,24163,11,6,67,05458000,"Little Cedar River near Ionia, IA",Ref,CntlPlains,776.7648,7,43.03328014,-92.50354351,IA,yes,55,55,20
USGS,5466500,3977,2151,31463,11,6,87,05466500,"EDWARDS RIVER NEAR NEW BOSTON, IL",Ref,CntlPlains,1151.567,7,41.18697738,-90.96736632,IL,yes,75,60,20
USGS,5487980,3983,2157,21242,11,6,59,05487980,"White Breast Creek near Dallas, IA",Ref,CntlPlains,882.7254,7,41.24688494,-93.26606966,IA,yes,47,47,20
USGS,5488200,3982,2156,12932,11,6,36,05488200,"English Creek near Knoxville, IA",Ref,CntlPlains,234.2088,7,41.30055336,-93.04548051,IA,yes,24,24,20
USGS,5489000,3983,2157,26721,11,6,74,05489000,"Cedar Creek near Bussey, IA",Ref,CntlPlains,964.7559,7,41.21900212,-92.90853319,IA,yes,62,60,20
USGS,5495000,3983,2157,36066,11,6,99,05495000,"Fox River at Wayland, MO",Ref,CntlPlains,1027.552,7,40.39240833,-91.597875,MO,yes,87,60,20
USGS,5495500,3982,2156,28029,11,6,77,05495500,"BEAR CREEK NEAR MARCELLINE, IL",Ref,CntlPlains,905.5557,7,40.14282371,-91.33737008,IL,yes,65,60,20
USGS,5501000,3983,2157,31377,11,6,86,05501000,"North River at Palmyra, MO",Ref,SEPlains,922.8276,7,39.81799167,-91.5177,MO,yes,74,60,20
USGS,5503800,3983,2157,15033,11,6,42,05503800,"Crooked Creek near Paris, MO",Ref,CntlPlains,212.6412,7,39.58482778,-91.99348889,MO,yes,30,30,20
USGS,5507600,3981,2155,15031,11,6,42,05507600,"Lick Creek at Perry, MO",Ref,CntlPlains,275.3757,7,39.43142963,-91.67627075,MO,yes,30,30,20
USGS,5508805,3979,2153,16259,11,6,45,05508805,"Spencer Cr. bl Plum Cr. nr Frankford, MO",Ref,CntlPlains,536.4018,7,39.52046389,-91.34275,MO,yes,31,31,20
USGS,5514500,3982,2156,33580,11,6,94,05514500,"CUIVRE RIVER NEAR TROY, MO",Ref,CntlPlains,2407.411,7,39.00880278,-90.97753611,MO,yes,79,52,20
USGS,5525500,3982,2156,26426,11,6,73,05525500,"SUGAR CREEK AT MILFORD, IL",Ref,CntlPlains,1158.759,7,40.6300362,-87.72391809,IL,yes,61,60,20
USGS,5556500,3981,2155,30950,11,6,85,05556500,"BIG BUREAU CREEK AT PRINCETON, IL",Ref,CntlPlains,505.0946,7,41.36586984,-89.49842655,IL,yes,73,60,20
USGS,5584500,3982,2156,27815,11,6,77,05584500,"LA MOINE RIVER AT COLMAR, IL",Ref,CntlPlains,1695.671,7,40.33032166,-90.89624511,IL,yes,65,60,20
USGS,5585000,3983,2157,36420,11,6,100,05585000,"LA MOINE RIVER AT RIPLEY, IL",Ref,CntlPlains,3354.608,7,40.02477041,-90.63179466,IL,yes,88,60,20
USGS,5591550,3983,2157,14891,11,6,41,05591550,"WHITLEY CREEK NEAR ALLENVILLE, IL",Ref,CntlPlains,96.20551,7,39.50670031,-88.52755468,IL,yes,29,29,20
USGS,5592050,3983,2157,15033,11,6,42,05592050,"ROBINSON CREEK NEAR SHELBYVILLE, IL",Ref,CntlPlains,254.1213,7,39.40587344,-88.89646283,IL,yes,30,30,20
USGS,5593575,3983,2157,19416,11,6,54,05593575,"LITTLE CROOKED CREEK NEAR NEW MINDEN, IL",Ref,SEPlains,217.6731,7,38.44171643,-89.41675104,IL,yes,42,42,20
USGS,5593900,3983,2157,20877,11,6,58,05593900,"EAST FORK SHOAL CREEK NEAR COFFEEN, IL",Ref,SEPlains,145.4472,7,39.14893485,-89.35230484,IL,yes,46,46,20
USGS,5595730,3982,2156,15052,11,6,42,05595730,"RAYSE CREEK NEAR WALTONVILLE, IL",Ref,SEPlains,236.7603,7,38.25393889,-89.03979328,IL,yes,30,30,20
USGS,6037500,3983,2157,34452,11,6,98,06037500,Madison River near West Yellowstone MT,Ref,WestMnts,1126.247,10U,44.6568722,-111.0682742,MT,yes,82,48,20
USGS,6043500,3983,2157,32958,11,6,93,06043500,Gallatin River near Gallatin Gateway MT,Ref,WestMnts,2120.42,10U,45.4974286,-111.2705108,MT,yes,74,55,20
USGS,6188000,3983,2157,29035,11,6,82,06188000,"LAMAR RIVER NR TOWER FALLS RANGER STATION, YNP",Ref,WestMnts,1730.28,10U,44.92771567,-110.3938099,WY,yes,67,41,20
USGS,6191000,3982,2156,25806,11,6,72,06191000,Gardner River near Mammoth YNP,Ref,WestMnts,513.8847,10U,44.99243556,-110.6913211,MT,yes,59,48,20
USGS,6191500,3983,2157,41665,11,6,115,06191500,Yellowstone River at Corwin Springs MT,Ref,WestMnts,6783.593,10U,45.1118797,-110.7943814,MT,yes,99,60,20
USGS,6221400,3983,2157,19419,11,6,55,06221400,"DINWOODY CREEK ABOVE LAKES, NEAR BURRIS, WYO.",Ref,WestMnts,227.8809,10U,43.34551138,-109.4101431,WY,yes,42,42,20
USGS,6224000,3983,2157,24163,11,6,68,06224000,"BULL LAKE CREEK ABOVE BULL LAKE, WY",Ref,WestMnts,484.8579,10U,43.17690132,-109.2029109,WY,yes,55,47,20
USGS,6278300,3981,2155,23431,11,6,65,06278300,"SHELL CREEK ABOVE SHELL CREEK RESERVOIR, WY",Ref,WestMnts,58.851,10U,44.50801953,-107.4036886,WY,yes,53,53,20
USGS,6280300,3983,2157,23067,11,6,65,06280300,"SOUTH FORK SHOSHONE RIVER NEAR VALLEY, WY",Ref,WestMnts,793.953,10U,44.20828238,-109.5548879,WY,yes,52,52,20
USGS,6289000,3983,2157,29826,11,6,82,06289000,Little Bighorn River at State Line nr Wyola MT,Ref,WestMnts,471.2687,10U,45.0069097,-107.6150953,MT,yes,70,60,20
USGS,6309200,3983,2157,21637,11,6,60,06309200,"MIDDLE FORK POWDER RIVER NEAR BARNUM, WY",Ref,WestXeric,117.5427,10U,43.57773999,-107.1383995,WY,yes,48,48,20
USGS,6311000,3927,2101,27060,11,6,75,06311000,"NORTH FORK POWDER RIVER NEAR HAZELTON, WY",Ref,WestMnts,61.2315,10U,44.02774228,-107.0808955,WY,yes,63,60,20
USGS,6332515,3983,2157,19873,11,6,55,06332515,"BEAR DEN CREEK NR MANDAREE, ND",Ref,WestPlains,191.4867,10U,47.78723694,-102.7685256,ND,yes,43,43,20
USGS,6339100,3983,2157,19477,11,6,54,06339100,"KNIFE RIVER AT MANNING, ND",Ref,WestPlains,529.1415,10U,47.23612594,-102.7699074,ND,yes,42,42,20
USGS,6339500,3983,2157,35185,11,6,99,06339500,"KNIFE RIVER NR GOLDEN VALLEY, ND",Ref,WestPlains,3171.457,10U,47.15445301,-102.0598921,ND,yes,83,60,20
USGS,6344600,3983,2157,20725,11,6,57,06344600,"GREEN RIVER NR NEW HRADEC, ND",Ref,WestPlains,402.4971,10U,47.02779158,-103.0532355,ND,yes,45,45,20
USGS,6350000,3983,2157,25655,11,6,71,06350000,"CANNONBALL RIVER AT REGENT, ND",Ref,WestPlains,1501.049,10U,46.42667116,-102.5518303,ND,yes,59,59,20
USGS,6352000,3983,2157,25625,11,6,71,06352000,"CEDAR CREEK NR HAYNES, ND",Ref,WestPlains,1441.832,10U,46.15417025,-102.4740467,ND,yes,59,59,20
USGS,6353000,3983,2157,21607,11,6,60,06353000,"CEDAR CREEK NR RALEIGH, ND",Ref,WestPlains,4526.511,10U,46.09166988,-101.333742,ND,yes,47,47,20
USGS,6354000,3983,2157,31499,11,6,87,06354000,"CANNONBALL RIVER AT BREIEN, ND",Ref,WestPlains,10598.19,10U,46.37611111,-100.9344444,ND,yes,75,60,20
USGS,6360500,3982,2156,24255,11,6,67,06360500,MOREAU R NEAR WHITEHORSE SD,Ref,WestPlains,12654.96,10U,45.25581712,-100.8429214,SD,yes,55,55,20
USGS,6404000,3975,2149,22371,11,6,63,06404000,BATTLE CR NEAR KEYSTONE SD,Ref,WestMnts,151.8273,10U,43.87248893,-103.3365779,SD,yes,49,48,20
USGS,6406000,3983,2157,26051,11,6,72,06406000,BATTLE CR AT HERMOSA SD,Ref,WestMnts,436.3389,10U,43.82804586,-103.1960211,SD,yes,60,60,20
USGS,6409000,3983,2157,26447,11,6,73,06409000,CASTLE CR ABOVE DEERFIELD RES NEAR HILL CITY SD,Ref,WestMnts,205.3285,10U,44.01359238,-103.8304784,SD,yes,61,60,20
USGS,6422500,3983,2157,20693,11,6,58,06422500,BOXELDER CR NEAR NEMO SD,Ref,WestMnts,243.9207,10U,44.14387557,-103.4549107,SD,yes,44,43,20
USGS,6431500,3983,2157,27115,11,6,76,06431500,SPEARFISH CR AT SPEARFISH SD,Ref,WestMnts,427.1049,10U,44.48248388,-103.861592,SD,yes,63,60,20
USGS,6441500,3982,2156,33689,11,6,93,06441500,BAD R NEAR FORT PIERRE SD,Ref,WestPlains,8152.545,10U,44.32664897,-100.3843003,SD,yes,81,60,20
USGS,6447000,3971,2145,28627,11,6,79,06447000,WHITE R NEAR KADOKA SD,Ref,WestPlains,12849.71,10U,43.75249491,-101.5248665,SD,yes,67,60,20
USGS,6447500,3983,2157,22247,11,6,62,06447500,LITTLE WHITE R NEAR MARTIN SD,Ref,WestPlains,826.6077,10U,43.16666553,-101.6301489,SD,yes,49,47,20
USGS,6450500,3983,2157,25990,11,6,72,06450500,LITTLE WHITE R BELOW WHITE RIVER SD,Ref,WestPlains,4111.272,10U,43.60138549,-100.7498608,SD,yes,60,60,20
USGS,6452000,3980,2154,33687,11,6,93,06452000,WHITE R NEAR OACOMA SD,Ref,WestPlains,25791.04,10U,43.74832745,-99.5564948,SD,yes,81,60,20
USGS,6453600,3983,2157,23068,11,6,64,06453600,"PONCA CREEK AT VERDEL, NEBR.",Ref,WestPlains,2101.42,10L,42.81099444,-98.17585833,NE,yes,52,52,20
USGS,6464500,3983,2157,27755,11,6,78,06464500,KEYA PAHA R AT WEWELA SD,Ref,WestPlains,2914.043,10L,43.02889277,-99.78067095,SD,yes,64,60,20
USGS,6468170,3972,2146,19161,11,6,53,06468170,"JAMES RIVER NR GRACE CITY, ND",Ref,CntlPlains,2809.098,10U,47.5580525,-98.862885,ND,yes,41,41,20
USGS,6468250,3983,2157,12841,11,6,36,06468250,"JAMES RIVER ABOVE ARROWWOOD LAKE NR KENSAL, ND",Ref,CntlPlains,3242.608,10U,47.39971891,-98.79760572,ND,yes,24,24,20
USGS,6470800,3983,2157,16128,11,6,45,06470800,"BEAR CREEK NR OAKES, ND",Ref,CntlPlains,1071.145,10U,46.22524393,-98.0717676,ND,yes,33,33,20
USGS,6477500,3982,2156,23828,11,6,66,06477500,FIRESTEEL CR NEAR MOUNT VERNON SD,Ref,CntlPlains,1512.444,10U,43.7764,-98.24567222,SD,yes,54,54,20
USGS,6479215,3983,2157,13323,11,6,37,06479215,BIG SIOUX RIVER NR FLORENCE SD,Ref,CntlPlains,175.2822,10L,45.18079549,-97.1861904,SD,yes,25,25,20
USGS,6479438,3983,2157,17589,11,6,49,06479438,BIG SIOUX R NEAR WATERTOWN SD,Ref,CntlPlains,951.9129,10L,45.0060753,-97.1650756,SD,yes,37,37,20
USGS,6601000,3981,2155,27449,11,6,76,06601000,"OMAHA CR AT HOMER, NEBR",Ref,CntlPlains,450.1989,10L,42.32158056,-96.48768333,NE,yes,64,60,20
USGS,6614800,3983,2157,17224,11,6,48,06614800,"MICHIGAN RIVER NEAR CAMERON PASS, CO.",Ref,WestMnts,4.0284,10L,40.49609409,-105.865012,CO,yes,36,36,20
USGS,6622700,3978,2152,21967,11,6,61,06622700,"NORTH BRUSH CREEK NEAR SARATOGA, WY",Ref,WestMnts,98.703,10L,41.37024471,-106.5205815,WY,yes,49,49,20
USGS,6632400,3983,2157,24164,11,6,67,06632400,"ROCK CREEK AB KING CANYON CANAL, NR ARLINGTON, WY",Ref,WestMnts,162.9855,10L,41.58524549,-106.2227909,WY,yes,55,55,20
USGS,6746095,3983,2157,15398,11,6,43,06746095,"JOE WRIGHT CREEK ABOVE JOE WRIGHT RESERVOIR, CO.",Ref,WestMnts,8.9046,10L,40.53998222,-105.88279,CO,yes,31,31,20
USGS,6775500,3983,2157,27348,11,6,76,06775500,"MIDDLE LOUP RIVER AT DUNNING, NEBR.",Ref,WestPlains,5459.764,10L,41.83124444,-100.1007778,NE,yes,64,60,20
USGS,6784000,3983,2157,28182,11,6,78,06784000,"SOUTH LOUP R AT ST. MICHAEL, NEBR.",Ref,WestPlains,6019.745,10L,41.03244444,-98.74053333,NE,yes,66,60,20
USGS,6803510,3975,2149,18950,11,6,52,06803510,"LITTLE SALT CREEK NEAR LINCOLN, NEBR.",Ref,CntlPlains,113.2785,10L,40.89311389,-96.68155278,NE,yes,40,40,20
USGS,6803530,3975,2149,18495,11,6,51,06803530,"ROCK CREEK NEAR CERESCO, NEBR.",Ref,CntlPlains,309.7458,10L,41.01569722,-96.54428333,NE,yes,39,39,20
USGS,6814000,3983,2157,26223,11,6,72,06814000,"TURKEY C NR SENECA, KS",Ref,CntlPlains,713.826,10L,39.94777732,-96.10861492,KS,yes,60,60,20
USGS,6846500,3983,2157,27227,11,6,75,06846500,"BEAVER C AT CEDAR BLUFFS, KS",Ref,WestPlains,4357.758,10L,39.98500557,-100.560148,KS,yes,63,60,20
USGS,6847900,3983,2157,21353,11,6,59,06847900,"PRAIRIE DOG C AB KEITH SEBELIUS LAKE, KS",Ref,WestPlains,1536.188,10L,39.76984922,-100.1007792,KS,yes,47,47,20
USGS,6853800,3983,2157,23068,11,6,64,06853800,"WHITE ROCK C NR BURR OAK, KS",Ref,WestPlains,589.4253,10L,39.89924944,-98.25042485,KS,yes,52,52,20
USGS,6876700,3982,2156,22443,11,6,62,06876700,"SALT C NR ADA, KS",Ref,WestPlains,1056.442,10L,39.13906876,-97.83695994,KS,yes,50,50,20
USGS,6878000,3983,2157,24468,11,6,68,06878000,"CHAPMAN C NR CHAPMAN, KS",Ref,WestPlains,776.4183,10L,39.031109,-97.0402922,KS,yes,55,55,20
USGS,6879650,3979,2153,15212,11,6,42,06879650,"KINGS C NR MANHATTAN, KS",Ref,WestPlains,11.5065,10L,39.10194797,-96.59521413,KS,yes,30,30,20
USGS,6885500,3977,2151,24523,11,6,68,06885500,"BLACK VERMILLION R NR FRANKFORT, KS",Ref,CntlPlains,1062.869,10L,39.68192405,-96.44289431,KS,yes,56,56,20
USGS,6888500,3982,2156,24450,11,6,68,06888500,"MILL C NR PAXICO, KS",Ref,WestPlains,842.346,10L,39.06265453,-96.15025179,KS,yes,55,55,20
USGS,6889200,3983,2157,22703,11,6,63,06889200,"SOLDIER C NR DELIA, KS",Ref,CntlPlains,385.6599,10L,39.23833024,-95.88859924,KS,yes,51,51,20
USGS,6889500,3983,2157,32396,11,6,90,06889500,"SOLDIER C NR TOPEKA, KS",Ref,CntlPlains,748.5822,10L,39.09938003,-95.72495226,KS,yes,77,60,20
USGS,6892000,3983,2157,33450,11,6,92,06892000,"STRANGER C NR TONGANOXIE, KS",Ref,CntlPlains,1092.723,10L,39.11632734,-95.01088111,KS,yes,80,60,20
USGS,6903400,3982,2156,20145,11,6,56,06903400,"Chariton River near Chariton, IA",Ref,CntlPlains,481.4154,10L,40.95189005,-93.25984769,IA,yes,44,44,20
USGS,6906800,3978,2152,12126,11,6,34,06906800,"Lamine River near Otterville, MO",Ref,EastHghlnds,1414.753,10L,38.70225,-92.9788333,MO,yes,22,22,20
USGS,6910800,3983,2157,18824,11,6,52,06910800,"MARAIS DES CYGNES R NR READING, KS",Ref,CntlPlains,444.5973,10L,38.56700524,-95.96163206,KS,yes,40,40,20
USGS,6911900,3983,2157,22186,11,6,61,06911900,"DRAGOON C NR BURLINGAME, KS",Ref,CntlPlains,293.0553,10L,38.71069034,-95.8360288,KS,yes,49,49,20
USGS,6917000,3983,2157,26316,11,6,73,06917000,"L OSAGE R AT FULTON, KS",Ref,CntlPlains,765.7839,10L,38.01896828,-94.71366829,KS,yes,60,60,20
USGS,6918460,3983,2157,20176,11,6,56,06918460,"Turnback Creek above Greenfield, MO",Ref,EastHghlnds,650.6892,10L,37.40236944,-93.80202778,MO,yes,44,44,20
USGS,6919500,3983,2157,27612,11,6,77,06919500,"Cedar Creek near Pleasant View, MO",Ref,CntlPlains,1069.424,10L,37.83420277,-93.87549183,MO,yes,64,60,20
USGS,6921070,3982,2156,19049,11,6,53,06921070,"Pomme de Terre River near Polk, MO",Ref,EastHghlnds,712.586,10L,37.68265278,-93.37033333,MO,yes,41,41,20
USGS,6921200,3983,2157,23221,11,6,64,06921200,"Lindley Creek near Polk, MO",Ref,EastHghlnds,323.6193,10L,37.75046667,-93.26618333,MO,yes,52,52,20
USGS,6934000,3983,2157,26323,11,6,74,06934000,"Gasconade River near Rich Fountain, MO",Ref,EastHghlnds,8264.9,10L,38.38880833,-91.81988889,MO,yes,60,33,20
USGS,7014500,3983,2157,32586,11,6,91,07014500,"Meramec River near Sullivan, MO",Ref,EastHghlnds,3845.5,7,38.15853056,-91.10845833,MO,yes,78,60,20
USGS,7056000,3975,2149,29635,11,6,82,07056000,"Buffalo River near St. Joe, AR",Ref,EastHghlnds,2149.364,11,35.983175,-92.74755278,AR,yes,70,60,20
USGS,7057500,3983,2157,27816,11,6,77,07057500,"North Fork River near Tecumseh, MO",Ref,EastHghlnds,1456.436,11,36.62303333,-92.248125,MO,yes,65,60,20
USGS,7060710,3982,2156,20076,11,6,56,07060710,"North Sylamore Creek near Fifty Six, AR",Ref,EastHghlnds,150.0277,11,35.99535053,-92.21265464,AR,yes,43,43,20
USGS,7066000,3983,2157,36186,11,6,100,07066000,"Jacks Fork at Eminence, MO",Ref,EastHghlnds,1053.496,11,37.15408056,-91.35816111,MO,yes,87,60,20
USGS,7067000,3983,2157,36322,11,6,100,07067000,"Current River at Van Buren, MO",Ref,EastHghlnds,4349.011,11,36.99137778,-91.01351111,MO,yes,88,60,20
USGS,7068000,3983,2157,36326,11,6,100,07068000,"Current River at Doniphan, MO",Ref,EastHghlnds,5318.585,11,36.62200294,-90.84762251,MO,yes,88,60,20
USGS,7071500,3983,2157,36217,11,6,100,07071500,"Eleven Point River near Bardley, MO",Ref,EastHghlnds,2023.769,11,36.64868056,-91.20081944,MO,yes,88,60,20
USGS,7083000,3977,2151,27141,11,6,75,07083000,"HALFMOON CREEK NEAR MALTA, CO.",Ref,WestMnts,60.76139,11,39.17221259,-106.3891926,CO,yes,63,60,20
USGS,7142300,3983,2157,22338,11,6,62,07142300,"RATTLESNAKE C NR MACKSVILLE, KS",Ref,WestPlains,1819.941,11,37.87159374,-98.8761373,KS,yes,50,50,20
USGS,7144780,3983,2157,20238,11,6,56,07144780,"NF NINNESCAH R AB CHENEY RE, KS",Ref,WestPlains,2078.906,11,37.86260737,-98.01385325,KS,yes,44,44,20
USGS,7145700,3981,2155,18866,11,6,52,07145700,"SLATE C AT WELLINGTON, KS",Ref,WestPlains,399.8106,11,37.2495504,-97.40389581,KS,yes,40,40,20
USGS,7148400,3982,2156,19963,11,6,56,07148400,"Salt Fork Arkansas River nr Alva, OK",Ref,WestPlains,2544.504,11,36.81503056,-98.6481394,OK,yes,43,32,20
USGS,7149000,3942,2153,27379,11,6,77,07149000,"MEDICINE LODGE R NR KIOWA, KS",Ref,WestPlains,2291.199,11,37.03920157,-98.47021478,KS,yes,63,52,20
USGS,7151500,3980,2154,22022,11,6,62,07151500,"CHIKASKIA R NR CORBIN, KS",Ref,WestPlains,2108.996,11,37.12891226,-97.60143889,KS,yes,49,49,20
USGS,7167500,3974,2148,27077,11,6,75,07167500,"OTTER C AT CLIMAX, KS",Ref,WestPlains,319.6179,11,37.70820958,-96.22360237,KS,yes,63,60,20
USGS,7180500,3983,2157,30008,11,6,83,07180500,"CEDAR C NR CEDAR POINT, KS",Ref,WestPlains,275.5053,11,38.19645062,-96.82457873,KS,yes,71,60,20
USGS,7184000,3983,2157,25259,11,6,71,07184000,"LIGHTNING C NR MCCUNE, KS",Ref,CntlPlains,510.8391,11,37.28125445,-95.03266782,KS,yes,58,50,20
USGS,7195800,3979,2153,21695,11,6,60,07195800,"Flint Creek at Springtown, AR",Ref,EastHghlnds,38.2347,11,36.25548056,-94.43394167,AR,yes,48,48,20
USGS,7196900,3982,2156,22885,11,6,63,07196900,"Baron Fork at Dutch Mills, AR",Ref,EastHghlnds,106.3521,11,35.88008235,-94.48660625,AR,yes,51,51,20
USGS,7197000,3983,2157,26355,11,6,73,07197000,"Baron Fork at Eldon, OK",Ref,EastHghlnds,808.4485,11,35.92120028,-94.8385633,OK,yes,61,60,20
USGS,7208500,3978,2152,34566,11,6,96,07208500,"RAYADO CREEK NEAR CIMARRON, NM",Ref,WestMnts,159.2235,11,36.37225823,-104.9700026,NM,yes,82,60,20
USGS,7226500,3454,2155,28291,11,6,79,07226500,"UTE CREEK NEAR LOGAN, NM",Ref,WestPlains,5242.753,11,35.43838224,-103.5257944,NM,yes,67,60,20
USGS,7261000,3977,2151,24158,11,6,67,07261000,"Cadron Creek near Guy, AR",Ref,EastHghlnds,445.8141,11,35.2988,-92.40393056,AR,yes,55,55,20
USGS,7290650,3737,2081,21483,11,6,60,07290650,"BAYOU PIERRE NR WILLOWS, MS",Ref,SEPlains,1688.728,8,32.01777778,-90.87694444,MS,yes,48,48,20
USGS,7291000,3979,2153,29274,11,6,82,07291000,"HOMOCHITTO RIVER AT EDDICETON, MS",Ref,SEPlains,479.2959,8,31.50305556,-90.7775,MS,yes,71,60,20
USGS,7292500,3975,2149,24521,11,6,69,07292500,"HOMOCHITTO RIVER AT ROSETTA, MS",Ref,SEPlains,2073.093,8,31.32472222,-91.10944444,MS,yes,58,58,20
USGS,7295000,3949,2156,28714,11,6,79,07295000,"BUFFALO RIVER NR WOODVILLE, MS",Ref,SEPlains,466.5798,8,31.22694444,-91.29555556,MS,yes,67,60,20
USGS,7299670,3982,2156,21545,11,6,60,07299670,"Groesbeck Ck at SH 6 nr Quanah, TX",Ref,WestPlains,828.3573,11,34.35451979,-99.74037187,TX,yes,47,47,20
USGS,7301410,3983,2157,9872,11,6,30,07301410,"Sweetwater Ck nr Kelton, TX",Ref,WestPlains,769.6656,11,35.47310419,-100.1209501,TX,yes,47,47,20
USGS,7301500,3983,2157,27146,11,6,76,07301500,"North Fork Red River near Carter, OK",Ref,WestPlains,6885.075,11,35.1681083,-99.5073128,OK,yes,63,58,20
USGS,7315200,3979,2153,20812,11,6,58,07315200,"E Fk Little Wichita Rv nr Henrietta, TX",Ref,WestPlains,501.6159,11,33.81287833,-98.08504064,TX,yes,45,45,20
USGS,7315700,3915,2089,21904,11,6,61,07315700,"Mud Creek near Courtney, OK",Ref,WestPlains,1488.686,11,34.00426528,-97.566968,OK,yes,49,49,20
USGS,7335700,3983,2157,20146,11,6,56,07335700,"Kiamichi River near Big Cedar, OK",Ref,EastHghlnds,102.5696,11,34.63843694,-94.6127236,OK,yes,44,44,20
USGS,7340300,3983,2157,19538,11,6,54,07340300,"Cossatot River near Vandervoort, AR",Ref,EastHghlnds,230.4347,11,34.37955418,-94.235763,AR,yes,42,42,20
USGS,7346045,3983,2157,19080,11,6,53,07346045,"Black Cypress Bayou at Jefferson, TX",Ref,SEPlains,959.8869,11,32.77791731,-94.3574153,TX,yes,41,41,20
USGS,7359610,3983,2157,11745,11,6,33,07359610,"Caddo River near Caddo Gap, AR",Ref,EastHghlnds,342.2349,8,34.38278,-93.60611,AR,yes,21,21,20
USGS,7362100,3983,2157,21607,11,6,60,07362100,"SMACKOVER CREEK NEAR SMACKOVER, ARK.",Ref,SEPlains,996.0786,8,33.37595623,-92.77710581,AR,yes,48,48,20
USGS,7373000,3983,2157,28820,11,6,79,07373000,"Big Creek at Pollock, LA",Ref,SEPlains,131.1775,8,31.5362873,-92.40847139,LA,yes,67,60,20
USGS,7376000,3983,2157,29277,11,6,81,07376000,"Tickfaw River at Holden, LA",Ref,SEPlains,651.6053,8,30.50380161,-90.67731629,LA,yes,68,59,20
USGS,7377000,3982,2156,25624,11,6,71,07377000,"Amite River near Darlington, LA",Ref,SEPlains,1525.312,8,30.88906941,-90.84454541,LA,yes,59,59,20
USGS,8013000,3983,2157,28199,11,6,78,08013000,"CALCASIEU RIVER NR GLENMORA, LA",Ref,SEPlains,1293.693,8,30.99602322,-92.67375497,LA,yes,66,60,20
USGS,8014500,3983,2157,29519,11,6,82,08014500,"Whiskey Chitto Creek Near Oberlin, LA",Ref,SEPlains,1305.147,8,30.69875,-92.89319444,LA,yes,69,59,20
USGS,8023080,3983,2157,14932,11,6,41,08023080,"Bayou Grand Cane near Stanley, LA",Ref,SEPlains,187.6086,12,31.97933309,-93.9340773,LA,yes,29,29,20
USGS,8025500,3981,2155,23066,11,6,65,08025500,"Bayou Toro near Toro, LA",Ref,SEPlains,383.0247,12,31.30712737,-93.51572947,LA,yes,52,52,20
USGS,8029500,3983,2157,25047,11,6,69,08029500,"Big Cow Ck nr Newton, TX",Ref,SEPlains,333.3996,12,30.81888889,-93.78555556,TX,yes,57,57,20
USGS,8050800,3983,2157,12841,11,6,36,08050800,"Timber Ck nr Collinsville, TX",Ref,WestPlains,100.9324,12,33.55455428,-96.94722668,TX,yes,24,24,20
USGS,8066200,3982,2156,21149,11,6,58,08066200,"Long King Ck at Livingston, TX",Ref,SEPlains,364.1202,12,30.716306,-94.95882373,TX,yes,46,46,20
USGS,8066300,3983,2157,20085,11,6,56,08066300,"Menard Ck nr Rye, TX",Ref,SEPlains,383.5714,12,30.48138889,-94.77972222,TX,yes,43,43,20
USGS,8070000,3983,2157,29796,11,6,82,08070000,"E Fk San Jacinto Rv nr Cleveland, TX",Ref,SEPlains,841.0554,12,30.33659809,-95.10409994,TX,yes,70,60,20
USGS,8070200,3878,2052,13254,11,6,37,08070200,"E Fk San Jacinto Rv nr New Caney, TX",Ref,SEPlains,989.3655,12,30.1454932,-95.12437563,TX,yes,25,25,20
USGS,8079600,3983,2157,21546,11,6,60,08079600,"DMF Brazos Rv at Justiceburg, TX",Ref,WestPlains,3348.947,12,33.03843236,-101.1976302,TX,yes,47,47,20
USGS,8082700,3981,2155,20936,11,6,58,08082700,"Millers Ck nr Munday, TX",Ref,WestPlains,276.0354,12,33.32926607,-99.46508251,TX,yes,46,46,20
USGS,8086212,3983,2157,19781,11,6,55,08086212,"Hubbard Ck bl Albany, TX",Ref,WestPlains,1584.818,12,32.73289717,-99.14062992,TX,yes,43,43,20
